,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,posting_month_name,is_senior,is_remote_friendly,is_llm_role,salary_tier,python_skill,cpp_skill,sql_skill,data_analysis_skill,cybersecurity_skill,statistics_skill,math_skill,nlp_skill,cv_skill,deep_learning_skill,ros_skill,cuda_skill,research_skill,comm_skill,leadership_skill
480,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),9,Master's,203000.0,145000,280000,Berlin,Germany,On-site,Mid-size (501-5000),Manufacturing,Python|CUDA|OpenCV|Leadership|Statistics,7.0,87,15.8,8.1,2025,10,October,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
481,AI Agent Developer,AI Engineering,Lead (10+ yrs),5,Master's,266000.0,155000,290000,Sydney,Australia,Fully Remote,Startup (1-50),Research,Tool Use|AutoGen|LangChain|APIs|Git,13.0,96,61.1,9.0,2026,3,March,Yes,Yes,Yes,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
482,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),3,Master's,161000.0,145000,280000,Tokyo,Japan,Hybrid,SME (51-500),Education,Python|Image Processing|OpenCV|CUDA|PyTorch|CNNs|Linux,8.4,87,9.7,8.5,2025,4,April,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
483,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),5,Bachelor's,178000.0,125000,240000,London,UK,On-site,Enterprise (5000+),Energy,Simulation|Control Systems|ROS|Research,9.4,76,11.5,6.7,2025,6,June,Yes,No,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
484,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),10,Bachelor's,196000.0,141000,270000,Sydney,Australia,Hybrid,Startup (1-50),Healthcare,PyTorch|Neural Networks|GPU Computing|Research|Linux,9.3,89,21.5,8.4,2026,1,January,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
485,AI Product Manager,Product,Entry (0-2 yrs),6,Master's,147000.0,140000,260000,Singapore,Singapore,Fully Remote,Enterprise (5000+),Media,AI Literacy|Product Strategy|Stakeholder Mgmt|Leadership,10.2,85,14.1,9.4,2025,3,March,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
486,NLP Engineer,AI Engineering,Senior (6-9 yrs),4,PhD,300000.0,145000,290000,Seattle,USA,Hybrid,SME (51-500),Automotive,Text Processing|Hugging Face|BERT|Transformers|LLMs|Leadership|Cloud,4.4,91,76.8,8.7,2026,1,January,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
487,AI Business Analyst,Business,Mid (3-5 yrs),5,Master's,95000.0,95000,180000,Bangalore,India,Hybrid,Mid-size (501-5000),Energy,Data Visualization|Communication|Business Analysis|Python|Problem Solving|Git,10.0,78,13.8,9.4,2026,2,February,No,Yes,No,Entry (<$100k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
488,AI Research Scientist,Research,Senior (6-9 yrs),12,Associate's,297000.0,115000,280000,New York,USA,On-site,Big Tech (FAANG+),Automotive,Deep Learning|Python|Mathematics|Publishing|PyTorch|Linux|Statistics,14.6,88,14.3,9.0,2025,6,June,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
489,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),5,Bootcamp/Self-taught,222000.0,140000,270000,San Francisco,USA,Hybrid,Mid-size (501-5000),Finance,Storage|Cloud|Distributed Systems|Kubernetes|Communication|Leadership|Problem Solving,15.2,85,28.7,9.1,2026,3,March,No,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
490,AI Agent Developer,AI Engineering,Senior (6-9 yrs),2,PhD,253000.0,155000,290000,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Energy,Tool Use|Python|AutoGen|LangChain|Planning Systems|APIs|Linux|Statistics,13.8,96,35.8,8.4,2026,1,January,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
491,AI Solutions Architect,Architecture,Lead (10+ yrs),14,Bachelor's,276000.0,180000,320000,Paris,France,Hybrid,SME (51-500),Research,ML|System Design|Leadership|Git|Cloud,11.2,84,13.6,6.3,2026,2,February,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
492,RAG Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,293000.0,145000,280000,New York,USA,Fully Remote,Enterprise (5000+),Technology,LLMs|Search Systems|Python|Communication,4.0,94,87.5,9.3,2026,1,January,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
493,AI Research Scientist,Research,Senior (6-9 yrs),4,Associate's,221000.0,115000,280000,Seattle,USA,Hybrid,SME (51-500),Retail,Python|Publishing|Mathematics|PyTorch|Deep Learning|Statistics|Cloud,17.2,88,19.6,6.5,2025,3,March,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
494,AI Compliance Manager,Governance,Lead (10+ yrs),6,Bachelor's,100000.0,100000,200000,Bangalore,India,Fully Remote,Enterprise (5000+),Retail,Legal Knowledge|Auditing|Risk Management|Documentation|EU AI Act|Git,15.1,68,13.8,9.2,2025,11,November,Yes,Yes,No,Entry (<$100k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
495,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),2,Bootcamp/Self-taught,150000.0,150000,295000,Los Angeles,USA,Fully Remote,Startup (1-50),Automotive,Diffusion Models|Deployment|GenAI APIs|LLMs|Statistics,15.6,95,52.5,7.2,2026,3,March,No,Yes,Yes,Mid ($100-150k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
496,AI Solutions Architect,Architecture,Entry (0-2 yrs),11,Master's,245000.0,180000,320000,Austin,USA,Hybrid,Big Tech (FAANG+),Consulting,Python|Leadership|Cloud|Enterprise Architecture|System Design|ML|Cloud|Linux,16.7,84,21.2,6.6,2026,3,March,No,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
497,Data Scientist,Data Science,Lead (10+ yrs),5,Master's,167000.0,138000,195000,London,UK,Hybrid,Startup (1-50),Government,SQL|ML Algorithms|Python|Data Visualization|Scikit-learn|Statistics|Communication|Linux,6.6,92,18.9,7.0,2025,11,November,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
498,LLM Engineer,AI Engineering,Senior (6-9 yrs),6,Master's,208000.0,160000,300000,Amsterdam,Netherlands,On-site,SME (51-500),Consulting,Prompt Engineering|Vector DBs|RAG|Fine-tuning|LLM APIs|SQL,3.8,98,23.4,9.4,2026,1,January,Yes,No,Yes,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
499,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),11,Master's,226000.0,180000,312000,Tokyo,Japan,Hybrid,Startup (1-50),Automotive,MLOps|Python|PyTorch|System Design|Distributed Systems|LLM Fine-tuning|Linux,10.9,96,58.5,8.8,2025,9,September,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
500,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),8,Master's,140000.0,140000,270000,Beijing,China,Hybrid,Enterprise (5000+),Consulting,Kubernetes|Networking|CUDA|Linux|SQL,11.3,85,9.4,7.0,2025,11,November,Yes,Yes,No,Mid ($100-150k),No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
501,AI Compliance Manager,Governance,Senior (6-9 yrs),10,Bootcamp/Self-taught,240000.0,100000,200000,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Consulting,Legal Knowledge|EU AI Act|Auditing|Problem Solving,16.4,68,18.1,6.6,2025,2,February,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
502,Data Scientist,Data Science,Lead (10+ yrs),6,Bootcamp/Self-taught,176000.0,138000,195000,Paris,France,Fully Remote,Mid-size (501-5000),Retail,ML Algorithms|Scikit-learn|SQL|Statistics|Data Visualization|Statistics,9.2,92,71.5,9.3,2026,3,March,Yes,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
503,AI Ethics Officer,Governance,Entry (0-2 yrs),7,Master's,144000.0,110000,210000,Boston,USA,On-site,Mid-size (501-5000),Research,Risk Assessment|Ethics Frameworks|Research|AI Policy|Communication|Cloud|Statistics|Communication,17.2,72,14.4,6.4,2025,11,November,No,No,No,Mid ($100-150k),No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
504,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),5,PhD,234000.0,160000,300000,Tokyo,Japan,Hybrid,Enterprise (5000+),Energy,APIs|Fine-tuning|Vision-Language Models|PyTorch|SQL,11.4,90,20.3,7.6,2026,2,February,No,Yes,No,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
505,MLOps Engineer,ML Operations,Lead (10+ yrs),4,Master's,259000.0,130000,260000,Boston,USA,Hybrid,Startup (1-50),Technology,Docker|MLflow|Monitoring|Kubernetes|CI/CD|Cloud|Python|Agile,10.2,93,75.3,6.5,2026,1,January,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
506,Prompt Engineer,AI Engineering,Entry (0-2 yrs),3,PhD,90000.0,90000,200000,Singapore,Singapore,Fully Remote,Startup (1-50),Energy,Prompt Design|Python|LLM APIs|Testing|Cloud,5.0,82,5.8,9.5,2025,11,November,No,Yes,Yes,Entry (<$100k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
507,AI Agent Developer,AI Engineering,Lead (10+ yrs),4,Bachelor's,315000.0,155000,290000,Sydney,Australia,Hybrid,Enterprise (5000+),Healthcare,LangChain|Planning Systems|Tool Use|AutoGen|APIs|Linux|Communication|Agile,10.0,96,37.3,7.1,2026,2,February,Yes,Yes,Yes,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
508,Robotics Engineer (AI),Robotics,Lead (10+ yrs),10,Bachelor's,246000.0,125000,240000,Chicago,USA,On-site,Enterprise (5000+),Education,Control Systems|C++|Computer Vision|Python|Simulation|Cloud|Problem Solving,13.6,76,28.9,7.6,2026,3,March,Yes,No,No,Senior ($200-300k),Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
509,MLOps Engineer,ML Operations,Senior (6-9 yrs),7,Master's,271000.0,130000,260000,London,UK,Hybrid,Big Tech (FAANG+),Media,Python|CI/CD|Kubernetes|Monitoring|Docker|Research,8.5,93,19.0,9.2,2026,2,February,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
510,RAG Engineer,AI Engineering,Lead (10+ yrs),2,PhD,336000.0,145000,280000,Boston,USA,Hybrid,Mid-size (501-5000),Consulting,LangChain|Vector DBs|Search Systems|Research|Linux|Communication,4.1,94,60.9,8.7,2026,2,February,Yes,Yes,Yes,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
511,RAG Engineer,AI Engineering,Entry (0-2 yrs),2,Bachelor's,145000.0,145000,280000,Los Angeles,USA,Hybrid,Startup (1-50),Education,Vector DBs|LangChain|Python|SQL|Leadership,9.5,94,36.9,7.8,2025,4,April,No,Yes,Yes,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
512,Robotics Engineer (AI),Robotics,Lead (10+ yrs),5,Associate's,206000.0,125000,240000,Berlin,Germany,Hybrid,Big Tech (FAANG+),Research,Python|Simulation|Control Systems|Leadership,10.0,76,17.0,7.1,2025,10,October,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
513,AI Ethics Officer,Governance,Lead (10+ yrs),5,Bootcamp/Self-taught,188000.0,110000,210000,Singapore,Singapore,Hybrid,Mid-size (501-5000),Energy,Communication|Research|AI Policy|Ethics Frameworks|Research|Git,13.8,72,5.9,8.5,2026,2,February,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
514,ML Engineer,AI Engineering,Lead (10+ yrs),5,Bootcamp/Self-taught,197000.0,120000,280000,Singapore,Singapore,Hybrid,SME (51-500),Manufacturing,Kubernetes|SQL|PyTorch|MLOps|TensorFlow|Git|Linux|Leadership,13.6,97,48.5,9.3,2025,11,November,Yes,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
515,MLOps Engineer,ML Operations,Lead (10+ yrs),7,Bootcamp/Self-taught,191000.0,130000,260000,Sydney,Australia,Fully Remote,Startup (1-50),Energy,MLflow|Monitoring|Cloud|Docker|Statistics,11.5,93,60.1,7.5,2025,12,December,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
516,AI Research Scientist,Research,Entry (0-2 yrs),11,Bootcamp/Self-taught,115000.0,115000,280000,London,UK,Hybrid,Startup (1-50),Energy,PyTorch|Publishing|Python|Deep Learning|Mathematics|Git|SQL,8.4,88,23.7,7.7,2025,11,November,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No
517,AI Engineer,AI Engineering,Entry (0-2 yrs),7,Bootcamp/Self-taught,103000.0,100000,250000,Chicago,USA,Fully Remote,Mid-size (501-5000),Automotive,Docker|LLM Integration|Python|PyTorch|Cloud (AWS/GCP/Azure)|Agile|Communication,12.3,95,53.6,9.0,2025,1,January,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
518,AI Agent Developer,AI Engineering,Entry (0-2 yrs),4,Master's,184000.0,155000,290000,Boston,USA,Fully Remote,SME (51-500),Energy,Planning Systems|APIs|Python|LangChain|Tool Use|AutoGen|Communication,13.0,96,41.0,9.4,2026,1,January,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
519,AI Solutions Architect,Architecture,Entry (0-2 yrs),14,Associate's,180000.0,180000,320000,Amsterdam,Netherlands,Fully Remote,Enterprise (5000+),Automotive,System Design|Enterprise Architecture|Python|Leadership|ML|Leadership|Statistics|SQL,10.9,84,25.7,7.5,2025,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
520,MLOps Engineer,ML Operations,Mid (3-5 yrs),7,Associate's,251000.0,130000,260000,Seattle,USA,Hybrid,Big Tech (FAANG+),Technology,CI/CD|MLflow|Python|Monitoring|Docker|Agile|SQL,10.6,93,39.4,8.9,2025,9,September,No,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
521,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),6,Bootcamp/Self-taught,150000.0,150000,295000,Toronto,Canada,Hybrid,Startup (1-50),Healthcare,Fine-tuning|Python|Diffusion Models|Problem Solving|Git|Research,8.4,95,17.6,7.9,2026,2,February,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
522,AI Ethics Officer,Governance,Entry (0-2 yrs),7,Bachelor's,110000.0,110000,210000,Paris,France,Hybrid,SME (51-500),Government,Research|Communication|Ethics Frameworks|AI Policy|Risk Assessment|Cloud,12.3,72,15.7,6.5,2026,3,March,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
523,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),3,Bootcamp/Self-taught,159000.0,130000,220000,Singapore,Singapore,Fully Remote,SME (51-500),Technology,Python|dbt|ETL|Spark|Leadership|SQL,10.5,88,6.4,6.2,2026,2,February,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
524,ML Engineer,AI Engineering,Mid (3-5 yrs),9,PhD,155000.0,120000,280000,Toronto,Canada,Fully Remote,Mid-size (501-5000),Education,SQL|Python|Kubernetes|MLOps|PyTorch|TensorFlow|Statistics|Communication,17.4,97,72.0,7.1,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
525,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),9,Bachelor's,146000.0,145000,280000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Manufacturing,PyTorch|Python|OpenCV|Image Processing|CUDA|CNNs|Leadership|Communication|Git,8.5,87,5.9,6.9,2026,2,February,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
526,Data Scientist,Data Science,Entry (0-2 yrs),5,PhD,188000.0,138000,195000,San Francisco,USA,Hybrid,Enterprise (5000+),Government,Python|ML Algorithms|SQL|Scikit-learn|Statistics|SQL|Cloud,4.6,92,42.7,8.5,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
527,MLOps Engineer,ML Operations,Senior (6-9 yrs),9,Bachelor's,312000.0,130000,260000,New York,USA,Fully Remote,Big Tech (FAANG+),Government,Cloud|Docker|MLflow|Kubernetes|Python|Problem Solving|Cloud,17.3,93,69.9,9.1,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
528,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),7,Bootcamp/Self-taught,323000.0,160000,300000,Paris,France,Fully Remote,Big Tech (FAANG+),Retail,PyTorch|Vision-Language Models|APIs|Fine-tuning|Python|SQL,17.5,90,7.1,6.9,2026,2,February,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
529,AI Business Analyst,Business,Senior (6-9 yrs),4,PhD,125000.0,95000,180000,Sydney,Australia,On-site,Startup (1-50),Education,Communication|SQL|Data Visualization|Python|Business Analysis|Linux|Research,8.1,78,5.9,7.4,2026,3,March,Yes,No,No,Mid ($100-150k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
530,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),8,PhD,141000.0,141000,270000,Amsterdam,Netherlands,On-site,Startup (1-50),Healthcare,Neural Networks|PyTorch|TensorFlow|Agile|Research,4.2,89,26.8,8.5,2025,11,November,No,No,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
531,ML Engineer,AI Engineering,Lead (10+ yrs),6,Associate's,310000.0,120000,280000,Chicago,USA,Fully Remote,Big Tech (FAANG+),Media,SQL|TensorFlow|Kubernetes|Statistics,14.0,97,40.5,6.3,2026,3,March,Yes,Yes,No,Elite (>$300k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
532,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),11,Associate's,188000.0,180000,312000,London,UK,Hybrid,SME (51-500),Manufacturing,Distributed Systems|MLOps|System Design|SQL,11.6,96,86.2,9.4,2025,5,May,Yes,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
533,RAG Engineer,AI Engineering,Senior (6-9 yrs),3,Bachelor's,285000.0,145000,280000,San Francisco,USA,Fully Remote,SME (51-500),Energy,Python|Search Systems|Vector DBs|Leadership|Problem Solving,9.6,94,42.7,8.2,2026,1,January,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
534,LLM Engineer,AI Engineering,Mid (3-5 yrs),6,Associate's,174000.0,160000,300000,Seattle,USA,Hybrid,Startup (1-50),Energy,Prompt Engineering|Python|Vector DBs|Fine-tuning|LLM APIs|RAG|Agile|Communication,4.7,98,32.7,8.9,2025,8,August,No,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
535,AI Product Manager,Product,Lead (10+ yrs),6,Bootcamp/Self-taught,246000.0,140000,260000,Boston,USA,Fully Remote,SME (51-500),Energy,Data Analysis|Product Strategy|AI Literacy|Stakeholder Mgmt|Agile|Cloud|Communication,17.9,85,28.1,6.9,2026,3,March,Yes,Yes,No,Senior ($200-300k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
536,AI Business Analyst,Business,Senior (6-9 yrs),2,PhD,216000.0,95000,180000,Austin,USA,Hybrid,Big Tech (FAANG+),Education,Data Visualization|Communication|Business Analysis|Problem Solving,15.7,78,27.5,9.3,2025,2,February,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
537,Prompt Engineer,AI Engineering,Lead (10+ yrs),1,Bachelor's,195000.0,90000,200000,Berlin,Germany,Hybrid,Big Tech (FAANG+),Research,Prompt Design|LLM APIs|Documentation|NLP|Testing|Python|Linux|Cloud,8.0,82,8.0,9.4,2026,3,March,Yes,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
538,RAG Engineer,AI Engineering,Entry (0-2 yrs),4,Bachelor's,145000.0,145000,280000,Beijing,China,Fully Remote,Startup (1-50),Healthcare,Embeddings|LangChain|Search Systems|Vector DBs|LLMs|Python|Linux|Leadership|Git,7.2,94,42.0,8.5,2025,8,August,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
539,AI Research Scientist,Research,Senior (6-9 yrs),11,Bachelor's,237000.0,115000,280000,Dubai,UAE,On-site,Big Tech (FAANG+),Healthcare,Python|Mathematics|Deep Learning|PyTorch|Research|Statistics|Linux,17.5,88,27.1,8.8,2026,2,February,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
540,AI Business Analyst,Business,Entry (0-2 yrs),2,PhD,95000.0,95000,180000,Beijing,China,Fully Remote,Mid-size (501-5000),Retail,Business Analysis|Data Visualization|Python|SQL|Agile,15.5,78,28.1,8.5,2025,4,April,No,Yes,No,Entry (<$100k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
541,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),6,Associate's,125000.0,125000,240000,Dubai,UAE,Hybrid,SME (51-500),Energy,Computer Vision|ROS|C++|Agile,12.4,76,8.2,7.7,2026,3,March,No,Yes,No,Mid ($100-150k),No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
542,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),9,Bootcamp/Self-taught,287000.0,140000,270000,Boston,USA,Hybrid,Enterprise (5000+),Healthcare,CUDA|Cloud|Networking|Storage|Communication|Git|Statistics,10.8,85,20.8,7.9,2026,3,March,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No
543,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),9,Bachelor's,210000.0,140000,270000,Toronto,Canada,Hybrid,Startup (1-50),Energy,Kubernetes|Storage|Cloud|CUDA|Distributed Systems|Linux,17.4,85,21.8,7.0,2025,3,March,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
544,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),2,Master's,230000.0,150000,295000,Remote,Global,Hybrid,Mid-size (501-5000),Technology,Python|Diffusion Models|Deployment|GenAI APIs|Problem Solving|Communication|Linux,10.6,95,42.8,8.2,2026,2,February,No,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
545,AI Security Engineer,Security,Mid (3-5 yrs),10,PhD,210000.0,140000,260000,Chicago,USA,Fully Remote,Mid-size (501-5000),Finance,Red Teaming|Python|Risk Analysis|ML Security|Cybersecurity|Communication,17.0,80,24.1,7.6,2026,1,January,No,Yes,No,Senior ($200-300k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
546,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),8,Bootcamp/Self-taught,160000.0,160000,300000,Amsterdam,Netherlands,Hybrid,Startup (1-50),Education,PyTorch|APIs|Fine-tuning|Research,14.9,90,5.7,7.0,2025,7,July,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
547,ML Engineer,AI Engineering,Senior (6-9 yrs),10,PhD,207000.0,120000,280000,Tokyo,Japan,Hybrid,Mid-size (501-5000),Education,MLOps|TensorFlow|Python|PyTorch|Kubernetes|SQL|SQL|Agile,13.7,97,27.2,6.8,2026,3,March,Yes,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
548,RAG Engineer,AI Engineering,Entry (0-2 yrs),2,Bachelor's,145000.0,145000,280000,Toronto,Canada,Fully Remote,SME (51-500),Healthcare,LLMs|Search Systems|Python|LangChain|Embeddings|Communication|Statistics|Problem Solving,5.8,94,67.4,7.1,2025,6,June,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
549,AI Product Manager,Product,Mid (3-5 yrs),4,Bachelor's,140000.0,140000,260000,Amsterdam,Netherlands,Hybrid,SME (51-500),Automotive,Product Strategy|Agile|AI Literacy|Data Analysis|Stakeholder Mgmt|Agile|SQL,14.9,85,5.8,8.8,2026,2,February,No,Yes,No,Mid ($100-150k),No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
550,AI Agent Developer,AI Engineering,Senior (6-9 yrs),6,Bachelor's,178000.0,155000,290000,Sydney,Australia,Fully Remote,SME (51-500),Media,Python|APIs|LangChain|Planning Systems|Tool Use|AutoGen|Agile|Statistics|Cloud,11.0,96,48.5,6.4,2026,3,March,Yes,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
551,AI Ethics Officer,Governance,Lead (10+ yrs),10,Bachelor's,172000.0,110000,210000,Sydney,Australia,Hybrid,Mid-size (501-5000),Research,Ethics Frameworks|Communication|Risk Assessment|AI Policy|Research|Research,11.7,72,18.7,6.4,2025,1,January,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
552,LLM Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,226000.0,160000,300000,London,UK,On-site,Enterprise (5000+),Energy,Fine-tuning|LLM APIs|Python|RAG|Vector DBs|Research,4.0,98,60.0,7.8,2026,3,March,Yes,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
